ID|sourateID|numeroverset|verset
786|5|117|Je ne leur ai dit que ce que Tu m&apos;avais command&eacute;, (&agrave; savoir): &laquo;Adorez Allah, mon Seigneur et votre Seigneur&raquo;. Et je fus t&eacute;moin contre eux aussi longtemps que je fus parmi eux. Puis quand Tu m&apos;as rappel&eacute;, c&apos;est Toi qui fus leur observateur attentif. Et Tu es t&eacute;moin de toute chose.
787|5|118|Si Tu les ch&acirc;ties, ils sont Tes serviteurs. Et si Tu leur pardonnes, c&apos;est Toi le Puissant, le Sage&raquo;.
788|5|119|Allah dira: &laquo;Voil&agrave; le jour o&ugrave; leur v&eacute;racit&eacute; va profiter aux v&eacute;ridiques: ils auront des Jardins sous lesquels coulent les ruisseaux pour y demeurer &eacute;ternellement.&raquo; Allah les a agr&eacute;&eacute;s et eux L&apos;ont agr&eacute;&eacute;. Voil&agrave; l&apos;&eacute;norme succ&egrave;s.
789|5|120|A Allah seul appartient le royaume des cieux, de la terre et de ce qu&apos;ils renferment. Et Il est Omnipotent.
790|6|1|Louange &agrave; Allah qui a cr&eacute;&eacute; les cieux et la terre, et &eacute;tabli les t&eacute;n&egrave;bres et la lumi&egrave;re. Pourtant, les m&eacute;cr&eacute;ants donnent des &eacute;gaux &agrave; leur Seigneur.
791|6|2|C&apos;est Lui qui vous a cr&eacute;&eacute;s d&apos;argile; puis il vous a d&eacute;cr&eacute;t&eacute; un terme, et il y a un terme fix&eacute; aupr&egrave;s de Lui. Pourtant, vous doutez encore!
792|6|3|Et Lui, Il est Allah dans les cieux et sur la terre. Il conna&icirc;t ce que vous cachez en vous et ce que vous divulguez et Il sait ce que vous acqu&eacute;rez.
793|6|4|Et il ne leur vient aucun des signes d&apos;entre les signes de leur Seigneur, sans qu&apos;ils ne s&apos;en d&eacute;tournent.
794|6|5|Ils traitent de mensonge la v&eacute;rit&eacute; quand celle-ci leur vient. Mais ils vont avoir des nouvelles de ce dont ils se moquent.
795|6|6|N&apos;ont-ils pas vu combien de g&eacute;n&eacute;rations, avant eux, Nous avons d&eacute;truites, auxquelles Nous avions donn&eacute; pouvoir sur terre, bien plus que ce que Nous vous avons donn&eacute;s? Nous avions envoy&eacute;, sur eux, du ciel, la pluie en abondance, et Nous avions fait couler des rivi&egrave;res &agrave; leurs pieds. Puis Nous les avons d&eacute;truites, pour leurs p&eacute;ch&eacute;s; et Nous avons cr&eacute;&eacute; apr&egrave;s eux, une nouvelle g&eacute;n&eacute;ration.
796|6|7|M&ecirc;me si Nous avions fait descendre sur toi (Muhammad) un Livre en papier qu&apos;ils pouvaient toucher de leurs mains, ceux qui ne croient pas auraient certainement dit: &laquo;Ce n&apos;est que de la magie &eacute;vidente!&raquo;
797|6|8|Et ils disent: &laquo;Pourquoi n&apos;a-t-on pas fait descendre sur lui (Muhammad) un Ange?&raquo; Si Nous avions fait descendre un Ange, c&apos;e&ucirc;t &eacute;t&eacute;, s&ucirc;rement, affaire faite; puis on ne leur e&ucirc;t point donn&eacute; de d&eacute;lai.
798|6|9|Si Nous avions d&eacute;sign&eacute; un Ange [comme proph&egrave;te], Nous aurions fait de lui un homme et Nous leur aurions caus&eacute; la m&ecirc;me confusion que celle dans laquelle ils sont.
799|6|10|Certes, on s&apos;est moqu&eacute; de messagers avant toi, mais ceux qui se sont raill&eacute;s d&apos;eux, leur propre raillerie les enveloppa.
800|6|11|Dis: &laquo;Parcourez la terre et regardez ce qu&apos;il est advenu de ceux qui traitaient la v&eacute;rit&eacute; de mensonge&raquo;.
801|6|12|Dis: &laquo;A qui appartient ce qui est dans les cieux et la terre?&raquo; Dis: &laquo;A Allah!&raquo; Il S&apos;est &agrave; Lui-m&ecirc;me prescrit la mis&eacute;ricorde. Il vous rassemblera, certainement, au Jour de la R&eacute;surrection: il n&apos;y a pas de doute l&agrave;-dessus. Ceux qui font leur propre perte sont ceux qui ne croient pas.
802|6|13|Et &agrave; Lui tout ce qui r&eacute;side dans la nuit et le jour. C&apos;est Lui qui est l&apos;Audient, l&apos;Omniscient.
803|6|14|Dis: &laquo;Devais-je prendre pour alli&eacute; autre qu&apos;Allah, le Cr&eacute;ateur des cieux et de la terre? C&apos;est Lui qui nourrit et personne ne Le nourrit. Dis: &laquo;On m&apos;a command&eacute; d&apos;&ecirc;tre le premier &agrave; me soumettre&raquo;. Et ne sois jamais du nombre des associateurs.
804|6|15|Dis: &laquo;Je crains, si je d&eacute;sob&eacute;is &agrave; mon Seigneur, le ch&acirc;timent d&apos;un jour redoutable&raquo;.
805|6|16|En ce jour, quiconque est &eacute;pargn&eacute;, c&apos;est qu&apos;[Allah] lui a fait mis&eacute;ricorde. Et voil&agrave; le succ&egrave;s &eacute;clatant.
806|6|17|Et si Allah fait qu&apos;un malheur te touche, nul autre que Lui ne peut l&apos;enlever. Et s&apos;Il fait qu&apos;un bonheur te touche... c&apos;est qu&apos;Il est Omnipotent.
807|6|18|C&apos;est Lui le Dominateur Supr&ecirc;me sur Ses serviteurs; c&apos;est Lui le Sage, le Parfaitement Connaisseur.
808|6|19|Dis: &laquo;Qu&apos;y a-t-il de plus grand en fait de t&eacute;moignage?&raquo; Dis: &laquo;Allah est t&eacute;moin entre moi et vous; et ce Coran m&apos;a &eacute;t&eacute; r&eacute;v&eacute;l&eacute; pour que je vous avertisse, par sa voie, vous et tous ceux qu&apos;il atteindra. &laquo;Est-ce vous vraiment qui attestez qu&apos;il y ait avec Allah d&apos;autres divinit&eacute;s? Dis: &laquo;Je n&apos;atteste pas&raquo;. Dis [aussi]: &laquo;Il n&apos;y a qu&apos;une Divinit&eacute; Unique. Et moi, je d&eacute;savoue ce que vous (Lui) associez&raquo;.
809|6|20|Ceux &agrave; qui Nous avons donn&eacute; le Livre reconnaissent (le Messager Muhammad) comme ils reconnaissent leurs propres enfants. Ceux qui font leur propre perte sont ceux qui ne croient pas.
810|6|21|Qui donc est plus injuste que celui qui invente un mensonge contre Allah, ou qui traite de mensonge Ses versets? Les injustes ne r&eacute;ussiront pas.
811|6|22|Et le Jour o&ugrave; Nous les rassemblerons tous puis dirons &agrave; ceux qui auront donn&eacute; des associ&eacute;s: &laquo;O&ugrave; sont donc vos associ&eacute;s que vous pr&eacute;tendiez?&raquo;
812|6|23|Alors il ne leur restera comme excuse que de dire: &laquo;Par Allah notre Seigneur! Nous n&apos;&eacute;tions jamais des associateurs&raquo;.
813|6|24|Vois comment ils mentent &agrave; eux-m&ecirc;mes! Et comment les abandonnent (les associ&eacute;s) qu&apos;ils inventaient!
814|6|25|Il en est parmi eux qui viennent t&apos;&eacute;couter, cependant que Nous avons entour&eacute; de voiles leurs c&oelig;urs, qui les emp&ecirc;chent de comprendre (le Coran), et dans leurs oreilles est une lourdeur. Quand m&ecirc;me ils verraient toutes sortes de preuves, ils n&apos;y croiraient pas. Et quand ils viennent disputer avec toi, ceux qui ne croient pas disent alors: &laquo;Ce ne sont que des l&eacute;gendes des anciens&raquo;.
815|6|26|Ils emp&ecirc;chent [les gens] de s&apos;approcher de lui et s&apos;en &eacute;cartent eux-m&ecirc;mes. Ils ne feront p&eacute;rir qu&apos;eux-m&ecirc;mes sans s&apos;en rendre compte.
816|6|27|Si tu les voyais, quand ils seront plac&eacute;s devant le Feu. Ils diront alors: &laquo;H&eacute;las! Si nous pouvions &ecirc;tre renvoy&eacute;s (sur la terre), nous ne traiterions plus de mensonges les versets de notre Seigneur et nous serions du nombre des croyants&raquo;.
817|6|28|Mais non! Voil&agrave; que leur appara&icirc;tra ce qu&apos;auparavant ils cachaient. Or, s&apos;ils &eacute;taient rendus [&agrave; la vie terrestre], ils reviendraient s&ucirc;rement &agrave; ce qui leur &eacute;tait interdit. Ce sont vraiment des menteurs.
818|6|29|Et ils disent: &laquo;Il n&apos;y a pour nous [d&apos;autre vie] que celle d&apos;ici-bas; et nous ne serons pas ressuscit&eacute;s&raquo;.
819|6|30|Si tu les voyais, quand ils compara&icirc;tront devant leur Seigneur. Il leur dira: &laquo;Cela n&apos;est-il pas la v&eacute;rit&eacute;?&raquo; Ils diront: &laquo;Mais si! Par notre Seigneur!&raquo; Et, il dira: &laquo;Go&ucirc;tez alors au ch&acirc;timent pour n&apos;avoir pas cru&raquo;.
820|6|31|Sont perdants certes ceux qui traitent de mensonge la rencontre d&apos;Allah. Et quand soudain l&apos;Heure leur viendra, ils diront: &laquo;Malheur &agrave; nous pour notre n&eacute;gligence &agrave; son &eacute;gard, Et ils porteront leurs fardeaux sur leurs dos, et quels mauvais fardeaux!
821|6|32|La pr&eacute;sente vie n&apos;est que jeu et amusement. La demeure dans l&apos;au-del&agrave; sera meilleure pour ceux qui sont pieux. Eh bien, ne comprenez-vous pas?
822|6|33|Nous savons qu&apos;en v&eacute;rit&eacute; ce qu&apos;ils disent te chagrine. Or, vraiment ils ne croient pas que tu es menteur, mais ce sont les versets (le Coran) d&apos;Allah, que les injustes renient.
823|6|34|Certes, des messagers avant toi (Muhammad) ont &eacute;t&eacute; trait&eacute;s de menteurs. Ils endur&egrave;rent alors avec constance d&apos;&ecirc;tre trait&eacute;s de menteurs et d&apos;&ecirc;tre pers&eacute;cut&eacute;s, jusqu&apos;&agrave; ce que Notre secours leur v&icirc;nt. Et nul ne peut changer les paroles d&apos;Allah, et il t&apos;est d&eacute;j&agrave; parvenu une partie de l&apos;histoire des Envoy&eacute;s.
824|6|35|Et si leur indiff&eacute;rence t&apos;afflige &eacute;norm&eacute;ment, et qu&apos;il est dans ton pouvoir de chercher un tunnel &agrave; travers la terre, ou une &eacute;chelle pour aller au ciel pour leur apporter un miracle, [fais-le donc]. Et si Allah voulait, Il pourrait les mettre tous sur le chemin droit. Ne sois pas du nombre des ignorants.
825|6|36|Seuls ceux qui entendent r&eacute;pondent &agrave; l&apos;appel [de la foi]. Et quant aux morts, Allah les ressuscitera; puis ils Lui seront ramen&eacute;s.
826|6|37|Et ils disent: &laquo;Pourquoi n&apos;a-t-on pas fait descendre sur lui (Muhammad) un miracle de la part de son Seigneur?&raquo; Dis: &laquo;Certes Allah est capable de faire descendre un miracle. Mais la plupart d&apos;entre eux ne savent pas&raquo;.
827|6|38|Nulle b&ecirc;te marchant sur terre, nul oiseau volant de ses ailes, qui ne soit comme vous en communaut&eacute;. Nous n&apos;avons rien omis d&apos;&eacute;crire dans le Livre. Puis, c&apos;est vers leur Seigneur qu&apos;ils seront ramen&eacute;s.
828|6|39|Et ceux qui traitent de mensonges Nos versets sont sourds et muets, dans les t&eacute;n&egrave;bres. Allah &eacute;gare qui Il veut; et Il place qui Il veut sur un chemin droit.
829|6|40|Dis: &laquo;Informez-moi: si le ch&acirc;timent d&apos;Allah vous vient, ou que vous vient l&apos;Heure, ferez-vous appel &agrave; autre qu&apos;Allah, si vous &ecirc;tes v&eacute;ridiques?&raquo;
830|6|41|C&apos;est plut&ocirc;t &agrave; Lui que vous ferez appel. Puis, Il dissipera, s&apos;Il veut, l&apos;objet de votre appel et vous oublierez ce que vous [Lui] associez.
831|6|42|Nous avons, certes, envoy&eacute; (des messagers) aux communaut&eacute;s avant toi. Ensuite Nous les avons saisies par l&apos;adversit&eacute; et la d&eacute;tresse - peut-&ecirc;tre imploreront-ils (la mis&eacute;ricorde)! -
832|6|43|Pourquoi donc, lorsque Notre rigueur leur v&icirc;nt, n&apos;ont-ils pas implor&eacute; (la mis&eacute;ricorde)? Mais leurs c&oelig;urs s&apos;&eacute;taient endurcis et le Diable enjolivait &agrave; leurs yeux ce qu&apos;ils faisaient.
833|6|44|Puis, lorsqu&apos;ils eurent oubli&eacute; ce qu&apos;on leur avait rappel&eacute;, Nous leur ouvr&icirc;mes les portes donnant sur toute chose (l&apos;abondance); et lorsqu&apos;ils eurent exult&eacute; de joie en raison de ce qui leur avait &eacute;t&eacute; donn&eacute;, Nous les sais&icirc;mes soudain, et les voil&agrave; d&eacute;sesp&eacute;r&eacute;s.
834|6|45|Ainsi fut extermin&eacute; le dernier reste de ces injustes. Et louange &agrave; Allah, Seigneur de l&apos;Univers!
835|6|46|Dis: &laquo;Voyez-vous? Si Allah prenait votre ou&iuml;e et votre vue, et scellait vos c&oelig;urs, quelle divinit&eacute; autre qu&apos;Allah vous les rendrait? Regarde comment, &agrave; leur intention, Nous clarifions les preuves! Pourtant ils s&apos;en d&eacute;tournent.
836|6|47|Dis: &laquo;Que vous en semble? Si le ch&acirc;timent d&apos;Allah vous venait &agrave; l&apos;improviste ou au grand jour, qui seront d&eacute;truits sinon les gens injustes?&raquo;
837|6|48|Nous n&apos;envoyons des messagers qu&apos;en annonciateurs et avertisseurs: ceux qui croient donc et se r&eacute;forment, nulle crainte sur eux et ils ne seront point afflig&eacute;s.
838|6|49|Et ceux qui traitent de mensonges Nos preuves, le ch&acirc;timent les touchera, &agrave; cause de leur perversit&eacute;.
839|6|50|Dis-[leur]: &laquo;Je ne vous dis pas que je d&eacute;tiens les tr&eacute;sors d&apos;Allah, ni que je connais l&apos;Inconnaissable, et je ne vous dis pas que je suis un ange. Je ne fais que suivre ce qui m&apos;est r&eacute;v&eacute;l&eacute;.&raquo; Dis: &laquo;Est-ce que sont &eacute;gaux l&apos;aveugle et celui qui voit? Ne r&eacute;fl&eacute;chissez-vous donc pas?&raquo;
840|6|51|Et avertis par ceci (le Coran), ceux qui craignent d&apos;&ecirc;tre rassembl&eacute;s devant leur Seigneur, qu&apos;ils n&apos;auront hors d&apos;Allah ni alli&eacute; ni intercesseur. Peut-&ecirc;tre deviendraient-ils pieux!
841|6|52|Et ne repousse pas ceux qui, matin et soir, implorent leur Seigneur, cherchant sa Face &laquo;Wajh&raquo;. Leur demander compte ne t&apos;incombe en rien, et te demander compte ne leur incombe en rien. En les repoussant donc, tu serais du nombre des injustes.
842|6|53|Ainsi, &eacute;prouvons-Nous (les gens) les uns par les autres, pour qu&apos;ils disent: &laquo;Est-ce l&agrave; ceux qu&apos;Allah a favoris&eacute;s parmi nous?&raquo; N&apos;est-ce pas Allah qui sait le mieux lesquels sont reconnaissants?
843|6|54|Et lorsque viennent vers toi ceux qui croient &agrave; nos versets (le Coran), dis: &laquo;Que la paix soit sur vous! Votre Seigneur S&apos;est prescrit &agrave; Lui-m&ecirc;me la mis&eacute;ricorde. Et quiconque d&apos;entre vous a fait un mal par ignorance, et ensuite s&apos;est repenti et s&apos;est r&eacute;form&eacute;... Il est, alors, Pardonneur et Mis&eacute;ricordieux&raquo;.
844|6|55|C&apos;est ainsi que Nous d&eacute;taillons les versets, afin qu&apos;apparaisse clairement le chemin des criminels.
845|6|56|Dis: &laquo;il m&apos;a &eacute;t&eacute; interdit d&apos;adorer ceux que vous priez en dehors d&apos;Allah&raquo;. Dis: &laquo;Je ne suivrai pas vos passions: car ce serait m&apos;&eacute;garer, et je ne serais plus parmi les bien-guid&eacute;s&raquo;.
846|6|57|Dis: &laquo;Je m&apos;appuie sur une preuve &eacute;vidente de la part de mon Seigneur, et vous avez trait&eacute; cela de mensonge. Ce (le ch&acirc;timent) que vous voulez h&acirc;ter ne d&eacute;pend pas de moi. Le jugement n&apos;appartient qu&apos;&agrave; Allah: Il tranche en toute v&eacute;rit&eacute; et Il est le meilleur des juges.
847|6|58|Dis: &laquo;Si ce que vous voulez h&acirc;ter d&eacute;pendait de moi, ce serait affaire faite entre vous et moi.&raquo; C&apos;est Allah qui conna&icirc;t le mieux les injustes.
848|6|59|C&apos;est Lui qui d&eacute;tient les clefs de l&apos;Inconnaissable. Nul autre que Lui ne les conna&icirc;t. Et Il conna&icirc;t ce qui est dans la terre ferme, comme dans la mer. Et pas une feuille ne tombe qu&apos;Il ne le sache. Et pas une graine dans les t&eacute;n&egrave;bres de la terre, rien de frais ou de sec, qui ne soit consign&eacute; dans un livre explicite.
849|6|60|Et, la nuit, c&apos;est Lui qui prend vos &acirc;mes, et Il sait ce que vous avez acquis pendant le jour. Puis Il vous ressuscite le jour afin que s&apos;accomplisse le terme fix&eacute;. Ensuite, c&apos;est vers Lui que sera votre retour, et Il vous informera de ce que vous faisiez.
850|6|61|Et Il est le Dominateur Supr&ecirc;me sur Ses serviteurs. Et Il envoie sur vous des gardiens. Et lorsque la mort atteint l&apos;un de vous, Nos messagers (les Anges) enl&egrave;vent son &acirc;me sans aucune n&eacute;gligence.
851|6|62|Ils sont ensuite ramen&eacute;s vers Allah, leur vrai Ma&icirc;tre. C&apos;est &agrave; Lui qu&apos;appartient le jugement et Il est le plus prompt des juges.
852|6|63|Dis: &laquo;Qui vous d&eacute;livre des t&eacute;n&egrave;bres de la terre et de la mer?&raquo; Vous l&apos;invoquez humblement et en secret: &laquo;S&apos;Il nous d&eacute;livre de ceci, nous serons du nombre des reconnaissants.
853|6|64|Dis: &laquo;C&apos;est Allah qui vous en d&eacute;livre ainsi que de toute angoisse. Pourtant, vous Lui donnez des associ&eacute;s&raquo;.
854|6|65|Dis: &laquo;Il est capable, Lui, de susciter contre vous, d&apos;en haut, ou de dessous vos pieds, un ch&acirc;timent, ou de vous confondre dans le sectarisme. Et Il vous fait go&ucirc;ter l&apos;ardeur [au combat] les uns aux autres.&raquo; Regarde comment Nous exposons Nos versets. Peut-&ecirc;tre comprendront-ils?
855|6|66|Et ton peuple traite cela (le Coran) de mensonge, alors que c&apos;est la v&eacute;rit&eacute;. Dis: &laquo;Je ne suis pas votre garant.
856|6|67|Chaque annonce arrive en son temps et en son lieu. Et bient&ocirc;t vous le saurez.&raquo;
857|6|68|Quand tu vois ceux qui pataugent dans des discussions &agrave; propos de Nos versets, &eacute;loigne-toi d&apos;eux jusqu&apos;&agrave; ce qu&apos;ils entament une autre discussion. Et si le Diable te fait oublier, alors, d&egrave;s que tu te rappelles, ne reste pas avec les injustes.
858|6|69|Il n&apos;incombe nullement &agrave; ceux qui sont pieux de rendre compte pour ces gens l&agrave;. Mais c&apos;est &agrave; titre de rappel. Peut-&ecirc;tre craindront-ils [Allah].
859|6|70|Laisse ceux qui prennent leur religion pour jeu et amusement, et qui sont s&eacute;duits par la vie sur terre. Et rappelle par ceci (le Coran) pour qu&apos;une &acirc;me ne s&apos;expose pas &agrave; sa perte selon ce qu&apos;elle aura acquis, elle n&apos;aura en dehors d&apos;Allah, ni alli&eacute; ni intercesseur. Et quelle que soit la compensation qu&apos;elle offrirait, elle ne sera pas accept&eacute;e d&apos;elle. Ceux-l&agrave; se sont abandonn&eacute;s &agrave; leur perdition &agrave; cause de ce qu&apos;ils ont acquis. Leur breuvage sera l&apos;eau bouillante et ils auront un ch&acirc;timent douloureux, pour avoir m&eacute;cru.
860|6|71|Dis: &laquo;Invoquerons-nous, au lieu d&apos;Allah, ce qui ne peut nous profiter ni nous nuire? Et reviendrons-nous sur nos talons apr&egrave;s qu&apos;Allah nous a guid&eacute;s, comme quelqu&apos;un que les diables ont s&eacute;duit et qui erre perplexe sur la terre, bien que des amis l&apos;appellent vers le droit chemin (lui disant): - &laquo;Viens &agrave; nous&raquo;. Dis: &laquo;Le vrai chemin, c&apos;est le chemin d&apos;Allah. Et il nous a &eacute;t&eacute; command&eacute; de nous soumettre au Seigneur de l&apos;Univers,
861|6|72|Et d&apos;accomplir la Sal&acirc;t et de Le craindre. C&apos;est vers Lui que vous serez rassembl&eacute;s&raquo;.
862|6|73|Et c&apos;est Lui qui a cr&eacute;&eacute; les cieux et la terre, en toute v&eacute;rit&eacute;. Et le jour o&ugrave; Il dit: &laquo;Sois!&raquo; Cela est, Sa parole est la v&eacute;rit&eacute;. A Lui, [seul,] la royaut&eacute;, le jour o&ugrave; l&apos;on soufflera dans la Trompe. C&apos;est Lui le Connaisseur de ce qui est voil&eacute; et de ce qui est manifeste. Et c&apos;est Lui le Sage et le Parfaitement Connaisseur.
863|6|74|(Rappelle le moment) o&ugrave; Abraham dit &agrave; `Azar, son p&egrave;re: &laquo;Prends-tu des idoles comme divinit&eacute;s? Je te vois, toi et ton peuple, dans un &eacute;garement &eacute;vident!&raquo;
864|6|75|Ainsi avons-Nous montr&eacute; &agrave; Abraham le royaume des cieux et de la terre, afin qu&apos;il f&ucirc;t de ceux qui croient avec conviction.
865|6|76|Quand la nuit l&apos;enveloppa, il observa une &eacute;toile, et dit: &laquo;Voil&agrave; mon Seigneur!&raquo; Puis, lorsqu&apos;elle disparut, il dit: &laquo;Je n&apos;aime pas les choses qui disparaissent&raquo;.
866|6|77|Lorsqu&apos;ensuite il observa la lune se levant, il dit: &laquo;Voil&agrave; mon Seigneur!&raquo; Puis, lorsqu&apos;elle disparut, il dit: &laquo;Si mon Seigneur ne me guide pas, je serai certes du nombre des gens &eacute;gar&eacute;s&raquo;.
867|6|78|Lorsqu&apos;ensuite il observa le soleil levant, il dit: &laquo;Voil&agrave; mon Seigneur! Celui-ci est plus grand&raquo; Puis lorsque le soleil disparut, il dit: &laquo;O mon peuple, je d&eacute;savoue tout ce que vous associez &agrave; Allah.
868|6|79|Je tourne mon visage exclusivement vers Celui qui a cr&eacute;&eacute; (&agrave; partir du n&eacute;ant) les cieux et la terre; et je ne suis point de ceux qui Lui donnent des associ&eacute;s.&raquo;
869|6|80|Son peuple disputa avec lui; mais il dit: &laquo;Allez-vous disputer avec moi au sujet d&apos;Allah, alors qu&apos;Il m&apos;a guid&eacute;? Je n&apos;ai pas peur des associ&eacute;s que vous Lui donnez. Je ne crains que ce que veut mon Seigneur. Mon Seigneur embrasse tout dans Sa science. Ne vous rappelez-vous donc pas?
870|6|81|Et comment aurais-je peur des associ&eacute;s que vous Lui donnez, alors que vous n&apos;avez pas eu peur d&apos;associer &agrave; Allah des choses pour lesquelles Il ne vous a fait descendre aucune preuve? Lequel donc des deux partis a le plus droit &agrave; la s&eacute;curit&eacute;? (Dites-le) si vous savez.
871|6|82|Ceux qui ont cru et n&apos;ont point troubl&eacute; la puret&eacute; de leur foi par quelqu&apos;in&eacute;quit&eacute; (association), ceux-l&agrave; ont la s&eacute;curit&eacute;; et ce sont eux les bien-guid&eacute;s&raquo;.
872|6|83|Tel est l&apos;argument que Nous inspir&acirc;mes &agrave; Abraham contre son peuple. Nous &eacute;levons en haut rang qui Nous voulons. Ton Seigneur est Sage et Omniscient.
873|6|84|Et Nous lui avons donn&eacute; Isaac et Jacob et Nous les avons guid&eacute;s tous les deux. Et No&eacute;, Nous l&apos;avons guid&eacute; auparavant, et parmi la descendance (d&apos;Abraham) (ou de No&eacute;), David, Salomon, Job, Joseph, Mo&iuml;se et Aaron. Et c&apos;est ainsi que Nous r&eacute;compensons les bienfaisants.
874|6|85|De m&ecirc;me, Zacharie, Jean-Baptiste, J&eacute;sus et Elie, tous &eacute;tant du nombre des gens de bien.
875|6|86|De m&ecirc;me, Isma&euml;l, Elis&eacute;e, Jonas et Lot. Chacun d&apos;eux Nous l&apos;avons favoris&eacute; par dessus le reste du monde.
876|6|87|De m&ecirc;me une partie de leurs anc&ecirc;tres, de leurs descendants et de leurs fr&egrave;res et Nous les avons choisis et guid&eacute;s vers un chemin droit.
877|6|88|Telle est la direction par laquelle Allah guide qui Il veut parmi Ses serviteurs. Mais s&apos;ils avaient donn&eacute; &agrave; Allah des associ&eacute;s, alors, tout ce qu&apos;ils auraient fait e&ucirc;t certainement &eacute;t&eacute; vain.
878|6|89|C&apos;est &agrave; eux que Nous avons apport&eacute; le Livre, la sagesse et la proph&eacute;tie. Si ces autres-l&agrave; n&apos;y croient pas, du moins Nous avons confi&eacute; ces choses &agrave; des gens qui ne les nient pas.
879|6|90|Voil&agrave; ceux qu&apos;Allah a guid&eacute;s: suis donc leur direction. Dis: &laquo;Je ne vous demande pas pour cela de salaire&raquo;. Ce n&apos;est qu&apos;un rappel &agrave; l&apos;intention de tout l&apos;univers.
880|6|91|Ils n&apos;appr&eacute;cient pas Allah comme Il le m&eacute;rite quand ils disent: &laquo;Allah n&apos;a rien fait descendre sur un humain.&raquo; Dis: &laquo;Qui a fait descendre le Livre que Mo&iuml;se a apport&eacute; comme lumi&egrave;re et guide, pour les gens? Vous le mettez en feuillets, pour en montrer une partie, tout en cachant beaucoup. Vous avez &eacute;t&eacute; instruits de ce que vous ne saviez pas, ni vous ni vos anc&ecirc;tres. Dis: &laquo;C&apos;est Allah&raquo;. Et puis, laisse-les s&apos;amuser dans leur &eacute;garement.
881|6|92|Voici un Livre (le Coran) b&eacute;ni que Nous avons fait descendre, confirmant ce qui existait d&eacute;j&agrave; avant lui, afin que tu avertisses la M&egrave;re des Cit&eacute;s (la Mecque) et les gens tout autour. Ceux qui croient au Jour dernier, y croient et demeurent assidus dans leur Sal&acirc;t.
882|6|93|Et quel pire injuste que celui qui fabrique un mensonge contre Allah ou qui dit: &laquo;R&eacute;v&eacute;lation m&apos;a &eacute;t&eacute; faite&raquo;, quand rien ne lui a &eacute;t&eacute; r&eacute;v&eacute;l&eacute;. De m&ecirc;me celui qui dit: &laquo;Je vais faire descendre quelque chose de semblable &agrave; ce qu&apos;Allah a fait descendre.&raquo; Si tu voyais les injustes lorsqu&apos;ils seront dans les affres de la mort, et que les Anges leur tendront les mains (disant): &laquo;Laissez sortir vos &acirc;mes. Aujourd&apos;hui vous allez &ecirc;tre r&eacute;compens&eacute;s par le ch&acirc;timent de l&apos;humiliation pour ce que vous disiez sur Allah d&apos;autre que la v&eacute;rit&eacute; et parce que vous vous d&eacute;tourniez orgueilleusement de Ses enseignements&raquo;.
883|6|94|Et vous voici venus &agrave; Nous, seuls, tout comme Nous vous avions cr&eacute;&eacute;s la premi&egrave;re fois, abandonnant derri&egrave;re vos dos tout ce que Nous vous avions accord&eacute;. Nous ne vous voyons point accompagn&eacute;s des intercesseurs que vous pr&eacute;tendiez &ecirc;tre des associ&eacute;s. Il y a certainement eu rupture entre vous: ils vous ont abandonn&eacute;s, ceux que vous pr&eacute;tendiez (&ecirc;tre vos intercesseurs).
884|6|95|C&apos;est Allah qui fait fendre la graine et le noyau: du mort il fait sortir le vivant, et du vivant, il fait sortir le mort. Tel est Allah. Comment donc vous laissez-vous d&eacute;tourner?
885|6|96|Fendeur de l&apos;aube, Il a fait de la nuit une phase de repos; le soleil et la lune pour mesurer le temps. Voil&agrave; l&apos;ordre con&ccedil;u par le Puissant, l&apos;Omniscient.
886|6|97|Et c&apos;est Lui qui vous a assign&eacute; les &eacute;toiles, pour que, par elles, vous vous guidiez dans les t&eacute;n&egrave;bres de la terre et de la mer. Certes, Nous exposons les preuves pour ceux qui savent!
887|6|98|Et c&apos;est Lui qui vous a cr&eacute;&eacute;s &agrave; partir d&apos;une personne unique (Adam). Et il y a une demeure et un lieu de d&eacute;p&ocirc;t (pour vous.) Nous avons expos&eacute; les preuves pour ceux qui comprennent.
888|6|99|Et c&apos;est Lui qui, du ciel, a fait descendre l&apos;eau. Puis par elle, Nous f&icirc;mes germer toute plante, de quoi Nous f&icirc;mes sortir une verdure, d&apos;o&ugrave; Nous produis&icirc;mes des grains, superpos&eacute;s les uns sur les autres; et du palmier, de sa spathe, des r&eacute;gimes de dattes qui se tendent. Et aussi les jardins de raisins, l&apos;olive et la grenade, semblables ou diff&eacute;rents les uns des autres. Regardez leurs fruits au moment de leur production et de leur m&ucirc;rissement. Voil&agrave; bien l&agrave; des signes pour ceux qui ont la foi.
889|6|100|Et ils ont d&eacute;sign&eacute; des associ&eacute;s &agrave; Allah: les djinns, alors que c&apos;est Lui qui les a cr&eacute;&eacute;s. Et ils Lui ont invent&eacute;, dans leur ignorance, des fils et des filles, Gloire &agrave; Lui! Il transcende tout ce qu&apos;ils lui attribuent.
890|6|101|Cr&eacute;ateur des cieux et de la terre. Comment aurait-Il un enfant, quand Il n&apos;a pas de compagne? C&apos;est Lui qui a tout cr&eacute;&eacute;, et Il est Omniscient.
891|6|102|Voil&agrave; Allah, votre Seigneur! Il n&apos;y a de divinit&eacute; que Lui, Cr&eacute;ateur de tout. Adorez-Le donc. C&apos;est Lui qui a charge de tout.
